timestamp,query,latency_ms,evidence_ids,confidence,num_evidence,num_records,retrieval_method,llm_used,answer_preview
2026-02-12T19:02:07Z,What are the drug interactions for ibuprofen?,59794.6,[4ab74cc4-9c95-07c1-e054-00144ff8d46c::drug_interactions]; [ef408ee9-6806-423f-9998-53d81cc71b94::information_for_patients]; [ef408ee9-6806-423f-9998-53d81cc71b94::warnings],0.74,3,100,hybrid,False,"analgesic/anti-inflammatory (e.g., acetaminophen, aspirin, codeine, ibuprofen, indomethacin); 2. [4ab74cc4-9c95-07c1-e054-00144ff8d46c::drug_interacti"
2026-02-12T19:03:10Z,What is the recommended dosage for acetaminophen?,63721.4,[1d88ca71-6582-14fe-e063-6294a90ae609::dosage_and_administration]; [94707fd1-9572-46d1-88c9-15bc86bba701::dosage_and_administration]; [0b3b94f1-8e6a-789c-e063-6394a90ae709::dosage_and_administration],0.78,3,100,hybrid,False,Initial Dosage Initiating Treatment with Oxycodone and Acetaminophen Tablets The usual adult dosage is one tablet every 6 hours as needed for pain. [1
2026-02-12T19:08:11Z,What are the drug interactions for ibuprofen?,3015.0,[1dd6fffd-295a-f1c7-e063-6394a90a5ad0::information_for_patients]; [1dd6fffd-295a-f1c7-e063-6394a90a5ad0::drug_interactions]; [5fb6a9a3-f4d5-4ad2-9457-4651aea4a82a::information_for_patients],0.86,3,50,hybrid,False,7 DRUG INTERACTIONS Effects of Ibuprofen on Pemetrexed Ibuprofen increases exposure (AUC) of pemetrexed [see Clinical Pharmacology (12.3) ] . [1dd6fff
2026-02-12T19:08:13Z,What is the recommended dosage for acetaminophen?,2578.2,[00f1e7e6-4f94-4bf4-a726-0b4ffbf6d1b1::dosage_and_administration]; [e44389c6-fdd2-408e-8bfe-324842c36d76::information_for_patients]; [1dffc00a-df77-f866-e063-6394a90ad796::dosage_and_administration],0.9,3,50,hybrid,False,"Follow patients closely for respiratory depression, especially within the first 24-72 hours of initiating therapy and following dosage increases with "
2026-02-12T19:08:14Z,What is the projected cost of antimicrobial resistance to GDP in 2050?,332.8,,0.0,0,0,hybrid,False,Error fetching data from openFDA: openFDA HTTP error 404: Not Found
2026-02-12T19:35:25Z,What are the drug interactions for ibuprofen?,4243.8,[1dd6fffd-295a-f1c7-e063-6394a90a5ad0::information_for_patients]; [1dd6fffd-295a-f1c7-e063-6394a90a5ad0::drug_interactions]; [5fb6a9a3-f4d5-4ad2-9457-4651aea4a82a::information_for_patients]; [23278e4f-6b7c-4cf1-85aa-9186ce97d9de::information_for_patients]; [4a97d68f-4a13-480d-8f09-63d1abc33acb::information_for_patients],1.0,5,50,hybrid,False,7 DRUG INTERACTIONS Effects of Ibuprofen on Pemetrexed Ibuprofen increases exposure (AUC) of pemetrexed [see Clinical Pharmacology (12.3) ] . [1dd6fff
2026-02-12T19:40:27Z,What are the drug interactions for ibuprofen?,3299.3,[1dd6fffd-295a-f1c7-e063-6394a90a5ad0::information_for_patients]; [1dd6fffd-295a-f1c7-e063-6394a90a5ad0::drug_interactions]; [5fb6a9a3-f4d5-4ad2-9457-4651aea4a82a::information_for_patients],0.86,3,50,hybrid,False,7 DRUG INTERACTIONS Effects of Ibuprofen on Pemetrexed Ibuprofen increases exposure (AUC) of pemetrexed [see Clinical Pharmacology (12.3) ] . [1dd6fff
2026-02-12T19:40:30Z,What is the recommended dosage for acetaminophen and are there any warnings?,2718.4,[2a33aebb-6244-c7c9-e063-6294a90a625c::dosage_and_administration]; [e44389c6-fdd2-408e-8bfe-324842c36d76::information_for_patients]; [493bdd8d-f7ca-439d-9fa5-72b88d62431a::dosage_and_administration],0.78,3,50,hybrid,False,"Monitor patients closely for respiratory depression, especially within the first 24–72 hours of initiating therapy and following dosage increases with"
2026-02-12T19:40:30Z,What is the projected cost of antimicrobial resistance to GDP in 2050?,412.3,,0.0,0,0,hybrid,False,Not enough evidence in the retrieved context.
2026-02-20T18:13:48Z,What are the drug interactions for ibuprofen?,2633.0,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T18:15:47Z,What are the drug interactions for ibuprofen?,2507.1,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T18:41:09Z,What are the drug interactions for ibuprofen?,8575.0,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T18:46:15Z,What are the drug interactions for ibuprofen?,1988.3,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T18:48:13Z,What are the drug interactions for ibuprofen?,3120.4,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T18:53:53Z,What are the drug interactions for ibuprofen?,2782.2,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T18:57:09Z,What are the side effects of ibuprofen?,3654.5,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T18:59:48Z,What are the drug interactions for ibuprofen?,2550.3,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T19:01:24Z,What are the drug interactions for ibuprofen?,2727.6,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T19:05:47Z,What is the recommended dosage for acetaminophen and are there any warnings?,3102.2,[79c3da5e-f442-46a6-8580-ffc85fad1a09::dosage_and_administration]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::dosage_and_administration]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::use_in_specific_populations],0.94,5,20,hybrid,False,2 DOSAGE AND ADMINISTRATION The recommended dosage of MEKINIST in adult patients is 2 mg orally once daily. [79c3da5e-f442-46a6-8580-ffc85fad1a09::dos
2026-02-20T19:06:17Z,What are the drug interactions for ibuprofen?,8485.0,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T19:16:24Z,What are the drug interactions for ibuprofen?,3766.6,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-20T23:28:54Z,What are the side effects of metformin?,7555.4,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [26cca05b-82f8-e191-e063-6394a90a56bd::pediatric_use]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert],0.9,5,20,hybrid,False,"The safety and efficacy of glimepiride in pediatric patients was evaluated in a single-blind, 24-week trial that randomized 272 patients (8 to 17 year"
2026-02-20T23:29:58Z,What are the side effects of lisinopril?,5872.3,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T23:31:01Z,What are the side effects of lisinopril?,5998.2,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T23:32:23Z,What are the side effects of lisinopril?,8051.1,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T23:33:27Z,What are the side effects of lisinopril?,6227.4,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T23:34:28Z,What are the side effects of lisinopril?,4683.3,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T23:36:28Z,What are the side effects of metformin?,7632.5,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [26cca05b-82f8-e191-e063-6394a90a56bd::pediatric_use]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert],0.9,5,20,hybrid,False,"The safety and efficacy of glimepiride in pediatric patients was evaluated in a single-blind, 24-week trial that randomized 272 patients (8 to 17 year"
2026-02-20T23:37:12Z,What are the drug interactions for lisinopril?What are the side effects of metformin?,6030.3,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [0004a0bb-87c0-46f8-b36a-95c98107395d::pharmacokinetics],0.9,5,20,hybrid,False,"Gabapentin can cause serious side effects including: 1. [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]

Revised: March 2025 Patient Inf"
2026-02-20T23:42:25Z,What are the side effects of metformin?,6137.4,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [26cca05b-82f8-e191-e063-6394a90a56bd::pediatric_use]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert],0.9,5,20,hybrid,False,"The safety and efficacy of glimepiride in pediatric patients was evaluated in a single-blind, 24-week trial that randomized 272 patients (8 to 17 year"
2026-02-20T23:43:22Z,What are the side effects of atorvastatin?What are the side effects of metformin?,5639.7,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::description],0.9,5,20,hybrid,False,"11 DESCRIPTION Naproxen Tablets, USP and Naproxen Sodium Tablets, USP are nonsteroidal anti-inflammatory drugs available as follows: Naproxen Tablets,"
2026-02-20T23:44:03Z,What are the side effects of atorvastatin?What are the side effects of atorvastatin?What are the side effects of metformin?,6274.6,[8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::spl_patient_package_insert]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::dosage_forms_and_strengths],0.9,5,20,hybrid,False,"3 DOSAGE FORMS AND STRENGTHS Naproxen Tablets, USP 250 mg: circular, light orange colored, flat, uncoated tablets, engraved with ‘G’ and ‘32’ on eithe"
2026-02-21T22:26:41Z,What are the drug interactions for ibuprofen?,5952.6,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-21T22:45:14Z,I am taking aspirin daily. What should I know about overdosage and when to stop use?,2543.0,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [48ec3789-57c6-4834-8a4b-09ae4cb2eb38::questions],0.9,5,20,hybrid,False,"What is the most important information I should know about gabapentin? [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]

10 OVERDOSAGE Sy"
2026-02-21T22:47:18Z,I am taking aspirin daily. What should I know about overdosage and when to stop use?,1830.6,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [48ec3789-57c6-4834-8a4b-09ae4cb2eb38::questions],0.9,5,20,hybrid,False,"What is the most important information I should know about gabapentin? [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]

10 OVERDOSAGE Sy"
2026-02-21T23:28:02Z,What is the recommended dosage for acetaminophen and are there any warnings?,2444.7,[79c3da5e-f442-46a6-8580-ffc85fad1a09::dosage_and_administration]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::dosage_and_administration]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::use_in_specific_populations],0.94,5,20,hybrid,False,2 DOSAGE AND ADMINISTRATION The recommended dosage of MEKINIST in adult patients is 2 mg orally once daily. [79c3da5e-f442-46a6-8580-ffc85fad1a09::dos
2026-02-21T23:32:42Z,What is the recommended dosage for acetaminophen and are there any warnings?,2403.0,[79c3da5e-f442-46a6-8580-ffc85fad1a09::dosage_and_administration]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::dosage_and_administration]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::use_in_specific_populations],0.94,5,20,hybrid,False,2 DOSAGE AND ADMINISTRATION The recommended dosage of MEKINIST in adult patients is 2 mg orally once daily. [79c3da5e-f442-46a6-8580-ffc85fad1a09::dos
2026-02-21T23:32:53Z,What safety warnings exist for caffeine-containing products?,2022.5,[f8ce57b8-ebf7-4dc1-96ec-c8fbc41c17ff::drug_interactions]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::use_in_specific_populations]; [45877af0-76f8-7b5d-e063-6294a90a3953::drug_and_or_laboratory_test_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage],0.98,5,20,hybrid,False,( 8.3 ) Renal Impairment : Naproxen-containing products are not recommended for use in patients with moderate to severe and severe renal impairment (c
2026-02-21T23:36:42Z,What are the drug interactions for ibuprofen?,2385.6,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-21T23:42:04Z,What are the drug interactions for ibuprofen?,2365.9,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [29c0c23b-f87d-4a94-a411-4091f399ecd1::contraindications]; [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [528f5a4e-274b-5b3c-e054-00144ff8d46c::drug_interactions],0.9,5,20,hybrid,False,"7 DRUG INTERACTIONS MEKINIST is indicated for use in combination with dabrafenib. [79c3da5e-f442-46a6-8580-ffc85fad1a09::drug_interactions]

CONTRAIND"
2026-02-21T23:47:40Z,I am taking aspirin daily. What should I know about overdosage and when to stop use?,2394.2,[29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::overdosage]; [0004a0bb-87c0-46f8-b36a-95c98107395d::spl_medguide]; [8c45ef1f-f708-485b-bc20-60aa87ce6289::spl_medguide]; [48ec3789-57c6-4834-8a4b-09ae4cb2eb38::questions],0.9,5,20,hybrid,False,"What is the most important information I should know about gabapentin? [29c0c23b-f87d-4a94-a411-4091f399ecd1::indications_and_usage]

10 OVERDOSAGE Sy"
